JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]
Loaded config from: /home/kraghavan/projects/ContLearn/runs__/configs/sine_noise_condition3_arch_no_transfer.json
Problem type: regression
Dataset: sine
Tasks: 5
AWB enabled: True
Output directory: /home/kraghavan/projects/ContLearn/runs__/experiments/sine_noise/results/sine_noise_condition3_arch_no_transfer_run2
Model path: /home/kraghavan/projects/ContLearn/runs__/experiments/sine_noise/results/sine_noise_condition3_arch_no_transfer_run2/sine_noise_condition3_arch_no_transfer_run2
############################################################
# Run ID: 2
############################################################
============================================================
Task 0
============================================================
  Note: Batch size capped from 1024 to 800 due to small dataset size (800 samples)
  Note: Batch size capped from 1024 to 800 due to small dataset size (800 samples)
Standard CL training (lr=0.000100, adaptive_lr_min=1.00e-06, loss_ratio=1.00)
[DEBUG] PrefetchDataLoader initialized with device: cuda:0
[DEBUG] All available JAX devices: [CudaDevice(id=0)]
[DEBUG] PrefetchDataLoader initialized with device: cuda:0
[DEBUG] All available JAX devices: [CudaDevice(id=0)]
  0%|          | 0/500 [00:00<?, ?it/s]
  0%|          | 1/500 [00:07<1:05:02,  7.82s/it]
  0%|          | 1/500 [00:07<1:05:02,  7.82s/it, MSE=2.904346e-01 H=2.360387e-01 dV_dx=4.674072e-07 dV_dθ=-5.439643e-02 ||∇||=1.770934e+00 | Tr=0.2821]
 15%|█▌        | 77/500 [00:19<00:53,  7.86it/s, MSE=2.533987e-02 H=2.534069e-02 dV_dx=-9.655608e-09 dV_dθ=8.292726e-07 ||∇||=2.057538e-02 | Tr=0.0259]
 15%|█▌        | 77/500 [00:19<00:53,  7.86it/s, MSE=2.533947e-02 H=2.534027e-02 dV_dx=-3.271905e-08 dV_dθ=8.294820e-07 ||∇||=2.057742e-02 | Tr=0.0259]
 15%|█▌        | 77/500 [00:19<00:53,  7.86it/s, MSE=2.533908e-02 H=2.533984e-02 dV_dx=-6.999046e-08 dV_dθ=8.297201e-07 ||∇||=2.057936e-02 | Tr=0.0259]
 16%|█▌        | 79/500 [00:19<00:45,  9.17it/s, MSE=2.533908e-02 H=2.533984e-02 dV_dx=-6.999046e-08 dV_dθ=8.297201e-07 ||∇||=2.057936e-02 | Tr=0.0259]
 16%|█▌        | 79/500 [00:19<00:45,  9.17it/s, MSE=2.533868e-02 H=2.533938e-02 dV_dx=-1.339531e-07 dV_dθ=8.299408e-07 ||∇||=2.058137e-02 | Tr=0.0259]
 16%|█▌        | 79/500 [00:20<00:45,  9.17it/s, MSE=2.533829e-02 H=2.533917e-02 dV_dx=4.118869e-08 dV_dθ=8.302304e-07 ||∇||=2.058321e-02 | Tr=0.0259] 
 16%|█▌        | 81/500 [00:20<00:56,  7.37it/s, MSE=2.533829e-02 H=2.533917e-02 dV_dx=4.118869e-08 dV_dθ=8.302304e-07 ||∇||=2.058321e-02 | Tr=0.0259]
 16%|█▌        | 81/500 [00:20<00:56,  7.37it/s, MSE=2.533791e-02 H=2.533880e-02 dV_dx=6.077968e-08 dV_dθ=8.305066e-07 ||∇||=2.058508e-02 | Tr=0.0259]
 16%|█▋        | 82/500 [00:20<00:56,  7.34it/s, MSE=2.533791e-02 H=2.533880e-02 dV_dx=6.077968e-08 dV_dθ=8.305066e-07 ||∇||=2.058508e-02 | Tr=0.0259]
 16%|█▋        | 82/500 [00:20<00:56,  7.34it/s, MSE=2.533752e-02 H=2.533830e-02 dV_dx=-4.952600e-08 dV_dθ=8.308065e-07 ||∇||=2.058692e-02 | Tr=0.0259]
 17%|█▋        | 83/500 [00:20<00:58,  7.18it/s, MSE=2.533752e-02 H=2.533830e-02 dV_dx=-4.952600e-08 dV_dθ=8.308065e-07 ||∇||=2.058692e-02 | Tr=0.0259]
 17%|█▋        | 83/500 [00:20<00:58,  7.18it/s, MSE=2.533714e-02 H=2.533800e-02 dV_dx=3.301181e-08 dV_dθ=8.311359e-07 ||∇||=2.058867e-02 | Tr=0.0259] 
 17%|█▋        | 84/500 [00:20<01:09,  6.03it/s, MSE=2.533714e-02 H=2.533800e-02 dV_dx=3.301181e-08 dV_dθ=8.311359e-07 ||∇||=2.058867e-02 | Tr=0.0259]
 17%|█▋        | 84/500 [00:20<01:09,  6.03it/s, MSE=2.533675e-02 H=2.533747e-02 dV_dx=-1.098832e-07 dV_dθ=8.314649e-07 ||∇||=2.059044e-02 | Tr=0.0259]
 17%|█▋        | 85/500 [00:20<01:08,  6.05it/s, MSE=2.533675e-02 H=2.533747e-02 dV_dx=-1.098832e-07 dV_dθ=8.314649e-07 ||∇||=2.059044e-02 | Tr=0.0259]
 17%|█▋        | 85/500 [00:21<01:08,  6.05it/s, MSE=2.533637e-02 H=2.533723e-02 dV_dx=2.610121e-08 dV_dθ=8.318293e-07 ||∇||=2.059212e-02 | Tr=0.0259] 
 17%|█▋        | 86/500 [00:21<01:09,  5.95it/s, MSE=2.533637e-02 H=2.533723e-02 dV_dx=2.610121e-08 dV_dθ=8.318293e-07 ||∇||=2.059212e-02 | Tr=0.0259]
 17%|█▋        | 86/500 [00:21<01:09,  5.95it/s, MSE=2.533599e-02 H=2.533672e-02 dV_dx=-1.040099e-07 dV_dθ=8.321974e-07 ||∇||=2.059380e-02 | Tr=0.0259]
 17%|█▋        | 87/500 [00:21<01:02,  6.64it/s, MSE=2.533599e-02 H=2.533672e-02 dV_dx=-1.040099e-07 dV_dθ=8.321974e-07 ||∇||=2.059380e-02 | Tr=0.0259]
 17%|█▋        | 87/500 [00:21<01:02,  6.64it/s, MSE=2.533562e-02 H=2.533629e-02 dV_dx=-1.599937e-07 dV_dθ=8.325833e-07 ||∇||=2.059544e-02 | Tr=0.0259]
 17%|█▋        | 87/500 [00:21<01:02,  6.64it/s, MSE=2.533524e-02 H=2.533613e-02 dV_dx=5.178883e-08 dV_dθ=8.329926e-07 ||∇||=2.059702e-02 | Tr=0.0259] 
 18%|█▊        | 89/500 [00:21<00:58,  7.06it/s, MSE=2.533524e-02 H=2.533613e-02 dV_dx=5.178883e-08 dV_dθ=8.329926e-07 ||∇||=2.059702e-02 | Tr=0.0259]
 18%|█▊        | 89/500 [00:21<00:58,  7.06it/s, MSE=2.533487e-02 H=2.533569e-02 dV_dx=-8.758599e-09 dV_dθ=8.334041e-07 ||∇||=2.059861e-02 | Tr=0.0259]
 18%|█▊        | 90/500 [00:21<01:10,  5.82it/s, MSE=2.533487e-02 H=2.533569e-02 dV_dx=-8.758599e-09 dV_dθ=8.334041e-07 ||∇||=2.059861e-02 | Tr=0.0259]
 18%|█▊        | 90/500 [00:21<01:10,  5.82it/s, MSE=2.533450e-02 H=2.533520e-02 dV_dx=-1.334797e-07 dV_dθ=8.338396e-07 ||∇||=2.060014e-02 | Tr=0.0259]
 18%|█▊        | 91/500 [00:21<01:06,  6.16it/s, MSE=2.533450e-02 H=2.533520e-02 dV_dx=-1.334797e-07 dV_dθ=8.338396e-07 ||∇||=2.060014e-02 | Tr=0.0259]
 18%|█▊        | 91/500 [00:22<01:06,  6.16it/s, MSE=2.533413e-02 H=2.533498e-02 dV_dx=1.852331e-08 dV_dθ=8.342872e-07 ||∇||=2.060163e-02 | Tr=0.0259] 
 18%|█▊        | 92/500 [00:22<01:13,  5.56it/s, MSE=2.533413e-02 H=2.533498e-02 dV_dx=1.852331e-08 dV_dθ=8.342872e-07 ||∇||=2.060163e-02 | Tr=0.0259]
 18%|█▊        | 92/500 [00:22<01:13,  5.56it/s, MSE=2.533376e-02 H=2.533467e-02 dV_dx=7.189266e-08 dV_dθ=8.347439e-07 ||∇||=2.060312e-02 | Tr=0.0259]
 19%|█▊        | 93/500 [00:22<01:15,  5.38it/s, MSE=2.533376e-02 H=2.533467e-02 dV_dx=7.189266e-08 dV_dθ=8.347439e-07 ||∇||=2.060312e-02 | Tr=0.0259]
 19%|█▊        | 93/500 [00:22<01:15,  5.38it/s, MSE=2.533339e-02 H=2.533422e-02 dV_dx=-5.883880e-09 dV_dθ=8.352197e-07 ||∇||=2.060455e-02 | Tr=0.0259]
 19%|█▉        | 94/500 [00:22<01:12,  5.61it/s, MSE=2.533339e-02 H=2.533422e-02 dV_dx=-5.883880e-09 dV_dθ=8.352197e-07 ||∇||=2.060455e-02 | Tr=0.0259]
 19%|█▉        | 94/500 [00:22<01:12,  5.61it/s, MSE=2.533303e-02 H=2.533400e-02 dV_dx=1.395061e-07 dV_dθ=8.357038e-07 ||∇||=2.060597e-02 | Tr=0.0259] 
 19%|█▉        | 95/500 [00:22<01:07,  6.04it/s, MSE=2.533303e-02 H=2.533400e-02 dV_dx=1.395061e-07 dV_dθ=8.357038e-07 ||∇||=2.060597e-02 | Tr=0.0259]
 19%|█▉        | 95/500 [00:22<01:07,  6.04it/s, MSE=2.533266e-02 H=2.533347e-02 dV_dx=-2.804011e-08 dV_dθ=8.362024e-07 ||∇||=2.060736e-02 | Tr=0.0259]
 19%|█▉        | 96/500 [00:22<01:16,  5.31it/s, MSE=2.533266e-02 H=2.533347e-02 dV_dx=-2.804011e-08 dV_dθ=8.362024e-07 ||∇||=2.060736e-02 | Tr=0.0259]
 19%|█▉        | 96/500 [00:23<01:16,  5.31it/s, MSE=2.533230e-02 H=2.533305e-02 dV_dx=-8.443927e-08 dV_dθ=8.367134e-07 ||∇||=2.060871e-02 | Tr=0.0259]
 19%|█▉        | 97/500 [00:23<01:25,  4.70it/s, MSE=2.533230e-02 H=2.533305e-02 dV_dx=-8.443927e-08 dV_dθ=8.367134e-07 ||∇||=2.060871e-02 | Tr=0.0259]
 19%|█▉        | 97/500 [00:23<01:25,  4.70it/s, MSE=2.533194e-02 H=2.533269e-02 dV_dx=-8.599331e-08 dV_dθ=8.372333e-07 ||∇||=2.061005e-02 | Tr=0.0259]
 20%|█▉        | 98/500 [00:23<01:26,  4.66it/s, MSE=2.533194e-02 H=2.533269e-02 dV_dx=-8.599331e-08 dV_dθ=8.372333e-07 ||∇||=2.061005e-02 | Tr=0.0259]
 20%|█▉        | 98/500 [00:23<01:26,  4.66it/s, MSE=2.533158e-02 H=2.533238e-02 dV_dx=-4.371928e-08 dV_dθ=8.377680e-07 ||∇||=2.061135e-02 | Tr=0.0259]
 20%|█▉        | 99/500 [00:23<01:38,  4.08it/s, MSE=2.533158e-02 H=2.533238e-02 dV_dx=-4.371928e-08 dV_dθ=8.377680e-07 ||∇||=2.061135e-02 | Tr=0.0259]
 20%|█▉        | 99/500 [00:23<01:38,  4.08it/s, MSE=2.533123e-02 H=2.533217e-02 dV_dx=1.016654e-07 dV_dθ=8.383113e-07 ||∇||=2.061263e-02 | Tr=0.0259] 
 20%|██        | 100/500 [00:23<01:36,  4.15it/s, MSE=2.533123e-02 H=2.533217e-02 dV_dx=1.016654e-07 dV_dθ=8.383113e-07 ||∇||=2.061263e-02 | Tr=0.0259]
 20%|██        | 100/500 [00:24<01:36,  4.15it/s, MSE=2.533087e-02 H=2.533183e-02 dV_dx=1.177480e-07 dV_dθ=8.388651e-07 ||∇||=2.061389e-02 | Tr=0.0259 Te/Cur=0.0261 Te/Exp=0.0255]
 20%|██        | 101/500 [00:24<01:50,  3.61it/s, MSE=2.533087e-02 H=2.533183e-02 dV_dx=1.177480e-07 dV_dθ=8.388651e-07 ||∇||=2.061389e-02 | Tr=0.0259 Te/Cur=0.0261 Te/Exp=0.0255]
 20%|██        | 101/500 [00:24<01:50,  3.61it/s, MSE=2.533052e-02 H=2.533139e-02 dV_dx=3.212347e-08 dV_dθ=8.394311e-07 ||∇||=2.061511e-02 | Tr=0.0259]                            
 20%|██        | 102/500 [00:24<01:36,  4.13it/s, MSE=2.533052e-02 H=2.533139e-02 dV_dx=3.212347e-08 dV_dθ=8.394311e-07 ||∇||=2.061511e-02 | Tr=0.0259]
 20%|██        | 102/500 [00:24<01:36,  4.13it/s, MSE=2.533017e-02 H=2.533100e-02 dV_dx=-1.600182e-09 dV_dθ=8.400050e-07 ||∇||=2.061632e-02 | Tr=0.0259]
 20%|██        | 102/500 [00:24<01:36,  4.13it/s, MSE=2.532981e-02 H=2.533074e-02 dV_dx=8.276786e-08 dV_dθ=8.405895e-07 ||∇||=2.061751e-02 | Tr=0.0259] 
 21%|██        | 104/500 [00:24<01:02,  6.37it/s, MSE=2.532981e-02 H=2.533074e-02 dV_dx=8.276786e-08 dV_dθ=8.405895e-07 ||∇||=2.061751e-02 | Tr=0.0259]
 21%|██        | 104/500 [00:24<01:02,  6.37it/s, MSE=2.532947e-02 H=2.533024e-02 dV_dx=-6.380418e-08 dV_dθ=8.411839e-07 ||∇||=2.061867e-02 | Tr=0.0259]
 21%|██        | 105/500 [00:24<01:02,  6.30it/s, MSE=2.532947e-02 H=2.533024e-02 dV_dx=-6.380418e-08 dV_dθ=8.411839e-07 ||∇||=2.061867e-02 | Tr=0.0259]
 21%|██        | 105/500 [00:24<01:02,  6.30it/s, MSE=2.532912e-02 H=2.532979e-02 dV_dx=-1.676209e-07 dV_dθ=8.417862e-07 ||∇||=2.061981e-02 | Tr=0.0259]
 21%|██        | 105/500 [00:24<01:02,  6.30it/s, MSE=2.532877e-02 H=2.532963e-02 dV_dx=2.020115e-08 dV_dθ=8.423984e-07 ||∇||=2.062093e-02 | Tr=0.0259] 
 21%|██▏       | 107/500 [00:24<00:46,  8.42it/s, MSE=2.532877e-02 H=2.532963e-02 dV_dx=2.020115e-08 dV_dθ=8.423984e-07 ||∇||=2.062093e-02 | Tr=0.0259]
 21%|██▏       | 107/500 [00:24<00:46,  8.42it/s, MSE=2.532843e-02 H=2.532929e-02 dV_dx=2.053486e-08 dV_dθ=8.430188e-07 ||∇||=2.062202e-02 | Tr=0.0259]
 21%|██▏       | 107/500 [00:25<00:46,  8.42it/s, MSE=2.532808e-02 H=2.532900e-02 dV_dx=7.619903e-08 dV_dθ=8.436473e-07 ||∇||=2.062310e-02 | Tr=0.0259]
 22%|██▏       | 109/500 [00:25<00:49,  7.92it/s, MSE=2.532808e-02 H=2.532900e-02 dV_dx=7.619903e-08 dV_dθ=8.436473e-07 ||∇||=2.062310e-02 | Tr=0.0259]
 22%|██▏       | 109/500 [00:25<00:49,  7.92it/s, MSE=2.532774e-02 H=2.532856e-02 dV_dx=-1.824328e-08 dV_dθ=8.442845e-07 ||∇||=2.062416e-02 | Tr=0.0259]
 22%|██▏       | 110/500 [00:25<00:55,  7.07it/s, MSE=2.532774e-02 H=2.532856e-02 dV_dx=-1.824328e-08 dV_dθ=8.442845e-07 ||∇||=2.062416e-02 | Tr=0.0259]
 22%|██▏       | 110/500 [00:25<00:55,  7.07it/s, MSE=2.532740e-02 H=2.532846e-02 dV_dx=2.131126e-07 dV_dθ=8.449290e-07 ||∇||=2.062519e-02 | Tr=0.0259] 
 22%|██▏       | 111/500 [00:25<00:55,  6.98it/s, MSE=2.532740e-02 H=2.532846e-02 dV_dx=2.131126e-07 dV_dθ=8.449290e-07 ||∇||=2.062519e-02 | Tr=0.0259]
 22%|██▏       | 111/500 [00:25<00:55,  6.98it/s, MSE=2.532706e-02 H=2.532790e-02 dV_dx=-1.129204e-09 dV_dθ=8.455813e-07 ||∇||=2.062621e-02 | Tr=0.0259]
 22%|██▏       | 111/500 [00:25<00:55,  6.98it/s, MSE=2.532672e-02 H=2.532760e-02 dV_dx=3.235728e-08 dV_dθ=8.462414e-07 ||∇||=2.062721e-02 | Tr=0.0259] 
 23%|██▎       | 113/500 [00:25<00:44,  8.74it/s, MSE=2.532672e-02 H=2.532760e-02 dV_dx=3.235728e-08 dV_dθ=8.462414e-07 ||∇||=2.062721e-02 | Tr=0.0259]
 23%|██▎       | 113/500 [00:25<00:44,  8.74it/s, MSE=2.532638e-02 H=2.532724e-02 dV_dx=1.436209e-08 dV_dθ=8.469081e-07 ||∇||=2.062820e-02 | Tr=0.0259]
 23%|██▎       | 114/500 [00:25<00:46,  8.29it/s, MSE=2.532638e-02 H=2.532724e-02 dV_dx=1.436209e-08 dV_dθ=8.469081e-07 ||∇||=2.062820e-02 | Tr=0.0259]
 23%|██▎       | 114/500 [00:25<00:46,  8.29it/s, MSE=2.532605e-02 H=2.532674e-02 dV_dx=-1.554902e-07 dV_dθ=8.475822e-07 ||∇||=2.062916e-02 | Tr=0.0259]
 23%|██▎       | 115/500 [00:25<00:52,  7.39it/s, MSE=2.532605e-02 H=2.532674e-02 dV_dx=-1.554902e-07 dV_dθ=8.475822e-07 ||∇||=2.062916e-02 | Tr=0.0259]
 23%|██▎       | 115/500 [00:25<00:52,  7.39it/s, MSE=2.532571e-02 H=2.532654e-02 dV_dx=-2.418061e-08 dV_dθ=8.482631e-07 ||∇||=2.063011e-02 | Tr=0.0259]
 23%|██▎       | 116/500 [00:25<00:52,  7.29it/s, MSE=2.532571e-02 H=2.532654e-02 dV_dx=-2.418061e-08 dV_dθ=8.482631e-07 ||∇||=2.063011e-02 | Tr=0.0259]
 23%|██▎       | 116/500 [00:26<00:52,  7.29it/s, MSE=2.532538e-02 H=2.532626e-02 dV_dx=3.762587e-08 dV_dθ=8.489503e-07 ||∇||=2.063104e-02 | Tr=0.0259] 
 23%|██▎       | 117/500 [00:26<00:49,  7.76it/s, MSE=2.532538e-02 H=2.532626e-02 dV_dx=3.762587e-08 dV_dθ=8.489503e-07 ||∇||=2.063104e-02 | Tr=0.0259]
 23%|██▎       | 117/500 [00:26<00:49,  7.76it/s, MSE=2.532505e-02 H=2.532574e-02 dV_dx=-1.572149e-07 dV_dθ=8.496443e-07 ||∇||=2.063196e-02 | Tr=0.0258]
 24%|██▎       | 118/500 [00:26<00:47,  8.12it/s, MSE=2.532505e-02 H=2.532574e-02 dV_dx=-1.572149e-07 dV_dθ=8.496443e-07 ||∇||=2.063196e-02 | Tr=0.0258]
 24%|██▎       | 118/500 [00:26<00:47,  8.12it/s, MSE=2.532471e-02 H=2.532559e-02 dV_dx=2.505232e-08 dV_dθ=8.503443e-07 ||∇||=2.063285e-02 | Tr=0.0258] 
 24%|██▍       | 119/500 [00:26<01:00,  6.31it/s, MSE=2.532471e-02 H=2.532559e-02 dV_dx=2.505232e-08 dV_dθ=8.503443e-07 ||∇||=2.063285e-02 | Tr=0.0258]
 24%|██▍       | 119/500 [00:26<01:00,  6.31it/s, MSE=2.532438e-02 H=2.532513e-02 dV_dx=-1.012537e-07 dV_dθ=8.510504e-07 ||∇||=2.063374e-02 | Tr=0.0258]
 24%|██▍       | 120/500 [00:26<00:57,  6.61it/s, MSE=2.532438e-02 H=2.532513e-02 dV_dx=-1.012537e-07 dV_dθ=8.510504e-07 ||∇||=2.063374e-02 | Tr=0.0258]
 24%|██▍       | 120/500 [00:26<00:57,  6.61it/s, MSE=2.532406e-02 H=2.532482e-02 dV_dx=-8.367093e-08 dV_dθ=8.517625e-07 ||∇||=2.063461e-02 | Tr=0.0258]
 24%|██▍       | 121/500 [00:26<01:01,  6.15it/s, MSE=2.532406e-02 H=2.532482e-02 dV_dx=-8.367093e-08 dV_dθ=8.517625e-07 ||∇||=2.063461e-02 | Tr=0.0258]
 24%|██▍       | 121/500 [00:26<01:01,  6.15it/s, MSE=2.532373e-02 H=2.532473e-02 dV_dx=1.528490e-07 dV_dθ=8.524803e-07 ||∇||=2.063546e-02 | Tr=0.0258] 
 24%|██▍       | 122/500 [00:26<01:08,  5.50it/s, MSE=2.532373e-02 H=2.532473e-02 dV_dx=1.528490e-07 dV_dθ=8.524803e-07 ||∇||=2.063546e-02 | Tr=0.0258]
 24%|██▍       | 122/500 [00:27<01:08,  5.50it/s, MSE=2.532340e-02 H=2.532419e-02 dV_dx=-5.978966e-08 dV_dθ=8.532036e-07 ||∇||=2.063630e-02 | Tr=0.0258]
 25%|██▍       | 123/500 [00:27<01:13,  5.16it/s, MSE=2.532340e-02 H=2.532419e-02 dV_dx=-5.978966e-08 dV_dθ=8.532036e-07 ||∇||=2.063630e-02 | Tr=0.0258]
 25%|██▍       | 123/500 [00:27<01:13,  5.16it/s, MSE=2.532308e-02 H=2.532395e-02 dV_dx=2.052604e-08 dV_dθ=8.539324e-07 ||∇||=2.063712e-02 | Tr=0.0258] 
 25%|██▍       | 124/500 [00:27<01:14,  5.04it/s, MSE=2.532308e-02 H=2.532395e-02 dV_dx=2.052604e-08 dV_dθ=8.539324e-07 ||∇||=2.063712e-02 | Tr=0.0258]
 25%|██▍       | 124/500 [00:27<01:14,  5.04it/s, MSE=2.532275e-02 H=2.532364e-02 dV_dx=3.119605e-08 dV_dθ=8.546664e-07 ||∇||=2.063793e-02 | Tr=0.0258]
 25%|██▌       | 125/500 [00:27<01:12,  5.15it/s, MSE=2.532275e-02 H=2.532364e-02 dV_dx=3.119605e-08 dV_dθ=8.546664e-07 ||∇||=2.063793e-02 | Tr=0.0258]
 25%|██▌       | 125/500 [00:27<01:12,  5.15it/s, MSE=2.532243e-02 H=2.532323e-02 dV_dx=-5.554659e-08 dV_dθ=8.554056e-07 ||∇||=2.063873e-02 | Tr=0.0258]
 25%|██▌       | 126/500 [00:27<01:16,  4.86it/s, MSE=2.532243e-02 H=2.532323e-02 dV_dx=-5.554659e-08 dV_dθ=8.554056e-07 ||∇||=2.063873e-02 | Tr=0.0258]
 25%|██▌       | 126/500 [00:28<01:16,  4.86it/s, MSE=2.532211e-02 H=2.532286e-02 dV_dx=-1.047722e-07 dV_dθ=8.561498e-07 ||∇||=2.063952e-02 | Tr=0.0258]
 25%|██▌       | 127/500 [00:28<01:24,  4.39it/s, MSE=2.532211e-02 H=2.532286e-02 dV_dx=-1.047722e-07 dV_dθ=8.561498e-07 ||∇||=2.063952e-02 | Tr=0.0258]
 25%|██▌       | 127/500 [00:28<01:24,  4.39it/s, MSE=2.532179e-02 H=2.532284e-02 dV_dx=2.000151e-07 dV_dθ=8.568988e-07 ||∇||=2.064029e-02 | Tr=0.0258] 
 26%|██▌       | 128/500 [00:28<01:32,  4.00it/s, MSE=2.532179e-02 H=2.532284e-02 dV_dx=2.000151e-07 dV_dθ=8.568988e-07 ||∇||=2.064029e-02 | Tr=0.0258]
 26%|██▌       | 128/500 [00:28<01:32,  4.00it/s, MSE=2.532147e-02 H=2.532236e-02 dV_dx=3.679222e-08 dV_dθ=8.576525e-07 ||∇||=2.064105e-02 | Tr=0.0258]
 26%|██▌       | 129/500 [00:28<01:30,  4.10it/s, MSE=2.532147e-02 H=2.532236e-02 dV_dx=3.679222e-08 dV_dθ=8.576525e-07 ||∇||=2.064105e-02 | Tr=0.0258]
 26%|██▌       | 129/500 [00:28<01:30,  4.10it/s, MSE=2.532115e-02 H=2.532190e-02 dV_dx=-1.049020e-07 dV_dθ=8.584108e-07 ||∇||=2.064180e-02 | Tr=0.0258]
 26%|██▌       | 130/500 [00:28<01:36,  3.82it/s, MSE=2.532115e-02 H=2.532190e-02 dV_dx=-1.049020e-07 dV_dθ=8.584108e-07 ||∇||=2.064180e-02 | Tr=0.0258]
 26%|██▌       | 130/500 [00:29<01:36,  3.82it/s, MSE=2.532083e-02 H=2.532179e-02 dV_dx=9.909799e-08 dV_dθ=8.591736e-07 ||∇||=2.064253e-02 | Tr=0.0258] 
 26%|██▌       | 131/500 [00:29<01:37,  3.79it/s, MSE=2.532083e-02 H=2.532179e-02 dV_dx=9.909799e-08 dV_dθ=8.591736e-07 ||∇||=2.064253e-02 | Tr=0.0258]
 26%|██▌       | 131/500 [00:29<01:37,  3.79it/s, MSE=2.532051e-02 H=2.532146e-02 dV_dx=9.269609e-08 dV_dθ=8.599408e-07 ||∇||=2.064325e-02 | Tr=0.0258]
 26%|██▋       | 132/500 [00:29<01:33,  3.94it/s, MSE=2.532051e-02 H=2.532146e-02 dV_dx=9.269609e-08 dV_dθ=8.599408e-07 ||∇||=2.064325e-02 | Tr=0.0258]
 26%|██▋       | 132/500 [00:29<01:33,  3.94it/s, MSE=2.532020e-02 H=2.532088e-02 dV_dx=-1.722461e-07 dV_dθ=8.607122e-07 ||∇||=2.064397e-02 | Tr=0.0258]
 27%|██▋       | 133/500 [00:29<01:30,  4.04it/s, MSE=2.532020e-02 H=2.532088e-02 dV_dx=-1.722461e-07 dV_dθ=8.607122e-07 ||∇||=2.064397e-02 | Tr=0.0258]
 27%|██▋       | 133/500 [00:29<01:30,  4.04it/s, MSE=2.531988e-02 H=2.532078e-02 dV_dx=3.602521e-08 dV_dθ=8.614877e-07 ||∇||=2.064467e-02 | Tr=0.0258] 
 27%|██▋       | 134/500 [00:29<01:29,  4.10it/s, MSE=2.531988e-02 H=2.532078e-02 dV_dx=3.602521e-08 dV_dθ=8.614877e-07 ||∇||=2.064467e-02 | Tr=0.0258]
 27%|██▋       | 134/500 [00:30<01:29,  4.10it/s, MSE=2.531957e-02 H=2.532061e-02 dV_dx=1.818353e-07 dV_dθ=8.622673e-07 ||∇||=2.064536e-02 | Tr=0.0258]
 27%|██▋       | 135/500 [00:30<01:34,  3.87it/s, MSE=2.531957e-02 H=2.532061e-02 dV_dx=1.818353e-07 dV_dθ=8.622673e-07 ||∇||=2.064536e-02 | Tr=0.0258]
 27%|██▋       | 135/500 [00:30<01:34,  3.87it/s, MSE=2.531925e-02 H=2.532026e-02 dV_dx=1.385420e-07 dV_dθ=8.630507e-07 ||∇||=2.064604e-02 | Tr=0.0258]
 27%|██▋       | 136/500 [00:30<01:20,  4.54it/s, MSE=2.531925e-02 H=2.532026e-02 dV_dx=1.385420e-07 dV_dθ=8.630507e-07 ||∇||=2.064604e-02 | Tr=0.0258]
 27%|██▋       | 136/500 [00:30<01:20,  4.54it/s, MSE=2.531894e-02 H=2.531976e-02 dV_dx=-4.892573e-08 dV_dθ=8.638380e-07 ||∇||=2.064670e-02 | Tr=0.0258]
 27%|██▋       | 137/500 [00:30<01:07,  5.42it/s, MSE=2.531894e-02 H=2.531976e-02 dV_dx=-4.892573e-08 dV_dθ=8.638380e-07 ||∇||=2.064670e-02 | Tr=0.0258]
 27%|██▋       | 137/500 [00:30<01:07,  5.42it/s, MSE=2.531863e-02 H=2.531960e-02 dV_dx=1.001678e-07 dV_dθ=8.646290e-07 ||∇||=2.064736e-02 | Tr=0.0258] 
 27%|██▋       | 137/500 [00:30<01:07,  5.42it/s, MSE=2.531832e-02 H=2.531913e-02 dV_dx=-6.102379e-08 dV_dθ=8.654236e-07 ||∇||=2.064801e-02 | Tr=0.0258]
 28%|██▊       | 139/500 [00:30<00:55,  6.49it/s, MSE=2.531832e-02 H=2.531913e-02 dV_dx=-6.102379e-08 dV_dθ=8.654236e-07 ||∇||=2.064801e-02 | Tr=0.0258]
 28%|██▊       | 139/500 [00:30<00:55,  6.49it/s, MSE=2.531801e-02 H=2.531886e-02 dV_dx=-1.472829e-08 dV_dθ=8.662218e-07 ||∇||=2.064865e-02 | Tr=0.0258]
 28%|██▊       | 140/500 [00:30<00:57,  6.31it/s, MSE=2.531801e-02 H=2.531886e-02 dV_dx=-1.472829e-08 dV_dθ=8.662218e-07 ||∇||=2.064865e-02 | Tr=0.0258]
 28%|██▊       | 140/500 [00:31<00:57,  6.31it/s, MSE=2.531770e-02 H=2.531878e-02 dV_dx=2.068006e-07 dV_dθ=8.670233e-07 ||∇||=2.064928e-02 | Tr=0.0258] 
 28%|██▊       | 141/500 [00:31<01:05,  5.48it/s, MSE=2.531770e-02 H=2.531878e-02 dV_dx=2.068006e-07 dV_dθ=8.670233e-07 ||∇||=2.064928e-02 | Tr=0.0258]
 28%|██▊       | 141/500 [00:31<01:05,  5.48it/s, MSE=2.531740e-02 H=2.531836e-02 dV_dx=9.165487e-08 dV_dθ=8.678283e-07 ||∇||=2.064990e-02 | Tr=0.0258]
 28%|██▊       | 142/500 [00:31<01:01,  5.83it/s, MSE=2.531740e-02 H=2.531836e-02 dV_dx=9.165487e-08 dV_dθ=8.678283e-07 ||∇||=2.064990e-02 | Tr=0.0258]
